,IDcliente,CHURN,GENERO_CLIENTE,ADULTO_MAYOR,CON_PAREJA,CLIENTE_CON_DEPENDIENTE,ANTIGUEDAD_CLIENTE,SERVICIO_TELEFONO,MULTIPLES_LINEAS,S_INTERNET,SEGURIDAD_ONLINE,RESPALDO_ONLINE,PROTECCION_DISPOSITIVOS,SOPORTE_TECNICO,TV_STREAMING,PELICULAS_STREAMING,CONTRATO,BOLETA_ELECTRONICA,METODO_PAGO,CARGO_MENSUAL,CARGO_TOTAL,Cuentas_Diarias
5483,7516-GMHUV,No,Hombre,1,Si,No,50,Si,Si,Fiber optic,Si,No,Si,No,Si,Si,Two year,Si,Credit card (automatic),105.05,5163.3,3.5
5484,7517-LDMPS,No,Mujer,0,No,No,12,Si,No,Fiber optic,No,Si,No,No,No,Si,Month-to-month,Si,Electronic check,84.6,1017.35,2.82
5485,7517-SAWMO,Si,Mujer,0,Si,No,19,Si,No,Fiber optic,Si,No,No,No,No,No,Month-to-month,Si,Electronic check,73.2,1441.1,2.44
5486,7519-JTWQH,No,Mujer,0,No,No,69,Si,Si,Fiber optic,No,Si,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),110.5,7455.45,3.68
5487,7520-HQWJU,No,Mujer,0,Si,Si,66,Si,Si,DSL,Si,Si,Si,No,No,No,Month-to-month,Si,Bank transfer (automatic),67.45,4508.65,2.25
5488,7521-AFHAB,No,Mujer,0,Si,Si,5,Si,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,1.49
5489,7521-YXVZY,No,Hombre,0,No,Si,3,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.3,0.66
5490,7524-VRLPL,No,Hombre,1,No,No,69,Si,Si,DSL,Si,No,Si,Si,No,Si,Two year,No,Credit card (automatic),74.1,5031.0,2.47
5491,7526-BEZQB,Si,Hombre,0,No,No,12,Si,Si,Fiber optic,No,No,No,No,Si,Si,Month-to-month,Si,Electronic check,96.05,1148.1,3.2
5492,7526-IVLYU,No,Hombre,0,No,No,3,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Si,Mailed check,19.65,68.35,0.65
5493,7527-QNRUS,No,Hombre,0,Si,Si,17,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Mailed check,25.15,412.6,0.84
5494,7529-ZDFXI,No,Hombre,1,Si,No,57,Si,Si,Fiber optic,No,Si,No,No,No,Si,Month-to-month,Si,Electronic check,89.85,4925.35,2.99
5495,7530-HDYDS,Si,Mujer,0,No,No,38,Si,No,Fiber optic,No,Si,Si,Si,No,No,Month-to-month,Si,Credit card (automatic),84.25,3264.5,2.81
5496,7531-GQHME,No,Hombre,0,No,No,12,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,265.45,0.67
5497,7534-BFESC,Si,Hombre,1,No,No,24,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,76.1,1712.7,2.54
5498,7537-CBQUZ,No,Hombre,1,No,No,63,Si,Si,Fiber optic,Si,Si,Si,No,Si,Si,Month-to-month,Si,Bank transfer (automatic),109.4,7031.45,3.65
5499,7537-RBWEA,No,Mujer,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Si,Mailed check,25.15,25.15,0.84
5500,7538-GWHML,Si,Mujer,0,No,No,2,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,2.32
5501,7541-YLXCL,Si,Hombre,0,No,No,36,Si,No,DSL,No,Si,No,Si,No,Si,One year,Si,Mailed check,65.4,2498.4,2.18
5502,7542-CYDDM,No,Hombre,0,No,No,18,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,358.5,0.67
5503,7544-ZVIKX,No,Hombre,0,Si,Si,58,Si,Si,Fiber optic,No,No,Si,Si,Si,Si,One year,Si,Bank transfer (automatic),105.05,6004.85,3.5
5504,7547-EKNFS,Si,Hombre,0,Si,No,42,Si,Si,Fiber optic,No,Si,Si,No,Si,No,Month-to-month,Si,Bank transfer (automatic),95.25,3959.35,3.18
5505,7548-SEPYI,Si,Mujer,0,No,No,5,Si,No,Fiber optic,No,Si,No,No,Si,Si,Month-to-month,Si,Electronic check,96.25,512.45,3.21
5506,7549-MYGPK,Si,Mujer,0,Si,Si,63,Si,Si,Fiber optic,Si,Si,Si,No,Si,No,Month-to-month,Si,Electronic check,100.55,6215.35,3.35
5507,7550-WIQVA,No,Hombre,0,Si,Si,50,Si,Si,Fiber optic,Si,Si,Si,No,Si,Si,One year,Si,Electronic check,108.25,5431.4,3.61
5508,7551-DACSP,Si,Hombre,0,Si,Si,6,Si,No,DSL,No,Si,Si,No,No,No,Month-to-month,Si,Mailed check,55.3,324.25,1.84
5509,7551-JOHTI,Si,Mujer,0,No,No,1,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,0.65
5510,7552-KEYGT,No,Hombre,0,Si,No,27,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,520.55,0.65
5511,7554-AKDQF,No,Mujer,0,Si,No,6,Si,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,323.45,1.52
5512,7554-NEWDD,No,Hombre,0,No,No,10,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0.86
5513,7558-IMLMT,No,Hombre,0,Si,Si,67,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Mailed check,20.8,1411.9,0.69
5514,7560-QJAVJ,No,Mujer,0,No,No,70,Si,No,DSL,Si,No,Si,Si,Si,Si,Two year,No,Bank transfer (automatic),79.6,5589.45,2.65
5515,7560-QRBXH,No,Mujer,0,No,Si,48,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,936.7,0.66
5516,7562-GSUHK,Si,Mujer,0,No,No,16,Si,No,Fiber optic,No,Si,Si,No,No,Si,Month-to-month,Si,Credit card (automatic),93.2,1573.7,3.11
5517,7562-UXTPG,No,Mujer,0,No,No,13,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Mailed check,70.15,886.7,2.34
5518,7563-BIUPC,Si,Hombre,0,No,No,5,Si,No,Fiber optic,No,No,No,No,Si,No,Month-to-month,Si,Electronic check,80.6,415.55,2.69
5519,7564-GHCVB,No,Mujer,0,Si,Si,72,Si,Si,Fiber optic,Si,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05,5730.7,2.64
5520,7566-DSRLQ,No,Mujer,0,Si,No,72,Si,Si,Fiber optic,No,Si,Si,Si,Si,Si,Two year,Si,Electronic check,110.15,7998.8,3.67
5521,7567-ECMCM,No,Hombre,0,No,No,24,Si,No,Fiber optic,No,No,No,No,No,Si,Month-to-month,Si,Credit card (automatic),79.85,2001.0,2.66
5522,7568-PODML,Si,Hombre,0,No,No,1,No,No phone service,DSL,No,No,No,No,Si,Si,Month-to-month,Si,Mailed check,45.3,45.3,1.51
5523,7569-NMZYQ,No,Mujer,0,Si,Si,72,Si,Si,Fiber optic,Si,Si,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),118.75,8672.45,3.96
5524,7570-WELNY,No,Mujer,0,Si,No,68,Si,Si,Fiber optic,Si,Si,No,No,No,No,Two year,Si,Bank transfer (automatic),84.7,5711.05,2.82
5525,7571-YXDAD,Si,Mujer,0,No,No,2,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,2.5
5526,7572-KPVKK,No,Hombre,0,No,Si,62,Si,Si,Fiber optic,No,No,Si,Si,Si,Si,Two year,Si,Electronic check,104.05,6590.5,3.47
5527,7576-ASEJU,No,Mujer,0,Si,Si,41,Si,No,DSL,Si,No,No,Si,Si,Si,One year,Si,Credit card (automatic),74.7,3187.65,2.49
5528,7576-JMYWV,No,Mujer,1,Si,Si,46,Si,Si,Fiber optic,Si,Si,No,Si,Si,Si,Month-to-month,Si,Electronic check,110.2,4972.1,3.67
5529,7576-OYWBN,Si,Hombre,1,No,No,3,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,76.05,231.8,2.53
5530,7577-SWIFR,No,Hombre,0,No,No,1,Si,No,Fiber optic,No,No,No,No,Si,Si,Month-to-month,Si,Electronic check,89.25,89.25,2.98
5531,7579-KKLOE,No,Hombre,0,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Two year,Si,Mailed check,91.25,6589.6,3.04
5532,7579-OOPEC,Si,Mujer,1,Si,No,2,Si,No,DSL,No,Si,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,1.67
5533,7580-UGXNC,Si,Mujer,1,No,No,2,Si,No,DSL,Si,Si,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,1.83
5534,7581-EBBOU,No,Mujer,0,No,No,60,Si,No,DSL,No,Si,Si,Si,Si,No,One year,Si,Credit card (automatic),70.15,4224.7,2.34
5536,7586-ZATGZ,No,Hombre,0,No,No,40,Si,Si,Fiber optic,No,No,No,No,Si,No,Month-to-month,Si,Electronic check,84.9,3369.05,2.83
5537,7587-AOVVU,No,Hombre,0,Si,Si,27,Si,Si,Fiber optic,Si,Si,No,Si,Si,No,Month-to-month,No,Electronic check,100.75,2793.55,3.36
5538,7587-RZNME,Si,Hombre,0,No,No,3,Si,No,DSL,No,No,No,No,No,No,Month-to-month,Si,Electronic check,43.3,123.65,1.44
5539,7590-VHVEG,No,Mujer,0,Si,No,1,No,No phone service,DSL,No,Si,No,No,No,No,Month-to-month,Si,Electronic check,29.85,29.85,1.0
5540,7593-JNWRU,Si,Hombre,0,Si,Si,6,Si,No,DSL,No,No,No,No,No,No,Month-to-month,Si,Bank transfer (automatic),44.6,260.8,1.49
5541,7593-XFKDI,Si,Hombre,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,1.54
5542,7594-LZNWR,No,Hombre,1,No,No,34,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.15,2275.1,2.31
5543,7594-RQHXR,Si,Mujer,0,No,Si,1,Si,No,Fiber optic,No,No,No,No,No,Si,Month-to-month,Si,Electronic check,79.6,79.6,2.65
5544,7595-EHCDL,No,Hombre,0,Si,Si,32,No,No phone service,DSL,No,No,Si,No,Si,Si,Month-to-month,No,Credit card (automatic),50.6,1653.45,1.69
5545,7595-EUIVN,Si,Mujer,0,No,No,1,Si,No,Fiber optic,No,Si,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,2.53
5546,7596-IIWYC,No,Mujer,0,No,No,27,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Bank transfer (automatic),20.25,538.2,0.68
5547,7596-LDUXP,No,Mujer,0,No,No,12,Si,No,Fiber optic,Si,No,No,No,Si,No,One year,Si,Credit card (automatic),85.15,979.05,2.84
5548,7596-ZYWBB,No,Mujer,0,No,No,65,Si,No,DSL,Si,Si,No,Si,No,No,Two year,Si,Mailed check,59.6,3739.8,1.99
5549,7598-UAASY,Si,Hombre,0,Si,No,2,Si,No,Fiber optic,No,No,Si,No,No,No,Month-to-month,No,Electronic check,76.4,151.8,2.55
5550,7599-FKVXZ,Si,Hombre,0,Si,No,42,Si,Si,Fiber optic,No,No,Si,Si,Si,Si,Month-to-month,Si,Bank transfer (automatic),106.15,4512.7,3.54
5551,7599-NTMDP,No,Mujer,0,Si,Si,62,No,No phone service,DSL,Si,Si,No,Si,Si,No,Two year,No,Bank transfer (automatic),48.7,3008.55,1.62
5552,7601-DHFWZ,No,Mujer,0,No,No,48,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.0,1183.05,0.8
5553,7601-GNDYK,No,Hombre,0,Si,Si,35,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,686.95,0.65
5554,7601-WFVZV,No,Hombre,0,No,No,1,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,0.65
5555,7602-DBTOU,No,Mujer,0,Si,No,71,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,1416.5,0.65
5556,7602-MVRMB,No,Mujer,0,Si,Si,72,Si,Si,Fiber optic,Si,No,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),110.45,8058.85,3.68
5557,7603-USHJS,Si,Hombre,0,No,Si,12,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Credit card (automatic),73.75,871.4,2.46
5558,7605-BDWDC,No,Mujer,0,No,No,31,No,No phone service,DSL,Si,Si,No,Si,No,Si,Two year,Si,Bank transfer (automatic),49.85,1520.1,1.66
5559,7605-SNLQG,No,Mujer,0,Si,No,45,Si,No,DSL,No,No,Si,No,No,No,Month-to-month,Si,Credit card (automatic),50.25,2221.55,1.68
5560,7606-BPHHN,No,Hombre,0,No,No,72,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Credit card (automatic),19.8,1468.75,0.66
5562,7607-QKKTJ,No,Hombre,0,Si,Si,45,Si,Si,Fiber optic,No,Si,Si,No,No,Si,One year,Si,Credit card (automatic),95.0,4368.85,3.17
5563,7608-RGIRO,No,Hombre,0,No,Si,62,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Mailed check,24.4,1413.0,0.81
5564,7609-NRNCA,No,Mujer,0,No,No,17,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,280.85,0.65
5565,7609-YBPXG,No,Hombre,0,No,No,54,Si,Si,DSL,Si,No,Si,Si,Si,Si,Two year,No,Bank transfer (automatic),87.1,4735.2,2.9
5566,7610-TVOPG,No,Hombre,0,No,No,15,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Si,Electronic check,26.35,378.6,0.88
5567,7611-YKYTC,No,Hombre,0,Si,Si,22,Si,No,Fiber optic,Si,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0,1573.95,2.5
5568,7613-LLQFO,Si,Hombre,0,No,No,12,Si,Si,Fiber optic,No,No,No,No,Si,No,Month-to-month,Si,Electronic check,84.45,1059.55,2.82
5569,7614-QVWQL,Si,Hombre,0,Si,Si,49,No,No phone service,DSL,No,Si,No,No,Si,Si,One year,Si,Bank transfer (automatic),51.8,2541.25,1.73
5570,7615-ESMYF,Si,Mujer,0,Si,No,2,No,No phone service,DSL,No,No,No,No,Si,Si,Month-to-month,No,Electronic check,44.6,97.1,1.49
5571,7617-EYGLW,No,Hombre,0,No,No,1,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,0.65
5572,7619-ODSGN,Si,Hombre,0,Si,Si,24,Si,Si,DSL,Si,No,No,No,No,No,Month-to-month,No,Electronic check,54.75,1338.15,1.82
5573,7619-PLRLP,No,Mujer,0,Si,No,53,Si,Si,DSL,Si,Si,Si,No,No,Si,One year,No,Bank transfer (automatic),74.1,3833.95,2.47
5574,7621-VPNET,No,Mujer,0,Si,No,42,Si,Si,Fiber optic,No,No,Si,Si,No,No,Month-to-month,Si,Credit card (automatic),85.9,3729.75,2.86
5575,7622-FWGEW,No,Hombre,1,Si,No,56,Si,No,DSL,Si,Si,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),85.65,4824.45,2.86
5576,7622-NXQZR,No,Hombre,0,No,No,28,No,No phone service,DSL,No,No,No,Si,No,No,Month-to-month,Si,Credit card (automatic),30.1,810.85,1.0
5577,7623-HKYRK,No,Hombre,0,No,Si,6,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,111.65,0.66
5578,7623-TRNQN,Si,Hombre,0,No,Si,1,Si,No,DSL,No,No,No,Si,No,No,Month-to-month,Si,Mailed check,49.9,49.9,1.66
5579,7625-XCQRH,Si,Mujer,0,No,No,11,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,76.5,837.95,2.55
5580,7627-JKIAZ,Si,Mujer,0,Si,No,37,Si,Si,Fiber optic,No,No,Si,No,No,No,Month-to-month,Si,Credit card (automatic),78.95,2839.65,2.63
5581,7629-WFGLW,No,Mujer,1,Si,No,56,Si,Si,Fiber optic,Si,Si,Si,Si,No,No,One year,No,Electronic check,95.65,5471.75,3.19
5582,7629-WIXZF,No,Mujer,0,No,No,7,Si,No,DSL,Si,No,No,No,No,Si,One year,Si,Electronic check,59.1,369.25,1.97
5583,7632-MNYOY,Si,Hombre,1,No,No,66,Si,Si,Fiber optic,No,Si,Si,Si,Si,Si,One year,No,Credit card (automatic),110.9,7432.05,3.7
5584,7632-YUTXB,No,Mujer,0,Si,Si,25,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,0.67
5585,7633-MVPUY,No,Hombre,0,Si,No,57,Si,No,DSL,Si,Si,No,Si,No,No,Two year,Si,Electronic check,59.75,3450.15,1.99
5586,7634-HLQJR,No,Mujer,0,Si,Si,47,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1016.7,0.67
5587,7634-WSWDB,No,Mujer,0,No,Si,8,No,No phone service,DSL,Si,No,No,No,No,Si,Month-to-month,Si,Electronic check,38.5,330.8,1.28
5588,7636-OWBPG,No,Hombre,1,No,No,12,No,No phone service,DSL,No,Si,No,No,No,No,Month-to-month,Si,Credit card (automatic),29.35,381.2,0.98
5589,7636-PEPNS,No,Mujer,0,Si,Si,58,Si,No,DSL,No,No,No,No,No,No,One year,Si,Mailed check,44.1,2413.05,1.47
5590,7636-XUHWW,No,Hombre,0,No,No,2,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Si,Credit card (automatic),19.9,33.7,0.66
5592,7638-QVMVY,Si,Mujer,0,No,No,7,Si,No,Fiber optic,No,No,No,No,Si,No,Month-to-month,Si,Electronic check,79.0,522.95,2.63
5593,7639-LIAYI,No,Hombre,0,No,No,52,Si,Si,DSL,Si,No,No,Si,Si,Si,Two year,Si,Credit card (automatic),79.75,4217.8,2.66
5594,7639-OPLNG,No,Hombre,0,Si,Si,70,Si,Si,DSL,Si,Si,Si,Si,Si,No,Two year,Si,Bank transfer (automatic),79.25,5731.85,2.64
5595,7639-SUPCW,Si,Mujer,0,No,No,22,Si,No,DSL,Si,No,No,No,No,No,Month-to-month,Si,Credit card (automatic),48.8,1054.6,1.63
5596,7641-EUYET,Si,Hombre,1,Si,Si,46,Si,Si,Fiber optic,Si,Si,Si,No,Si,No,Month-to-month,Si,Electronic check,100.7,4541.2,3.36
5597,7641-TQFHN,No,Hombre,0,No,Si,39,Si,Si,Fiber optic,No,No,No,Si,Si,Si,Two year,No,Mailed check,100.55,3895.35,3.35
5598,7643-RCHXS,No,Mujer,0,Si,Si,63,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.35,1263.85,0.64
5599,7644-OMVMY,No,Hombre,0,Si,Si,0,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,0.0,0.66
5600,7647-GYYKX,No,Mujer,0,Si,Si,54,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Bank transfer (automatic),20.35,1092.35,0.68
5601,7649-PHJVR,No,Hombre,0,No,No,11,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,226.8,0.65
5602,7649-SIJJF,No,Hombre,0,Si,No,71,Si,Si,DSL,Si,Si,Si,Si,No,Si,Two year,Si,Mailed check,80.1,5585.4,2.67
5603,7654-YWJUF,No,Hombre,0,Si,No,43,Si,No,Fiber optic,Si,No,Si,Si,No,No,One year,Si,Bank transfer (automatic),84.25,3539.25,2.81
5604,7657-DYEPJ,Si,Hombre,1,No,No,38,Si,No,DSL,No,Si,Si,Si,Si,No,One year,Si,Credit card (automatic),70.15,2497.35,2.34
5605,7658-UYUQS,No,Hombre,1,Si,No,21,Si,No,Fiber optic,No,No,Si,No,Si,No,Month-to-month,No,Bank transfer (automatic),86.55,1857.25,2.88
5606,7660-HDPJV,Si,Mujer,0,No,No,1,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,69.2,69.2,2.31
5607,7661-CPURM,No,Hombre,0,No,No,19,Si,No,Fiber optic,No,No,No,Si,No,Si,One year,Si,Credit card (automatic),87.7,1725.95,2.92
5609,7663-CUXZB,No,Hombre,0,Si,No,59,Si,Si,Fiber optic,Si,Si,Si,Si,Si,Si,Two year,No,Electronic check,113.75,6561.25,3.79
5610,7663-RGWBC,Si,Hombre,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Month-to-month,Si,Mailed check,44.15,44.15,1.47
5611,7663-YJHSN,No,Mujer,0,Si,No,72,Si,Si,Fiber optic,Si,Si,Si,Si,Si,No,Two year,Si,Bank transfer (automatic),103.95,7556.9,3.47
5612,7663-ZTEGJ,No,Hombre,0,No,Si,29,Si,Si,Fiber optic,No,Si,Si,Si,No,Si,One year,No,Credit card (automatic),100.55,2830.45,3.35
5613,7665-NKLAV,No,Mujer,0,Si,Si,36,No,No phone service,DSL,Si,No,Si,Si,No,No,Two year,No,Credit card (automatic),40.65,1547.35,1.36
5614,7665-TOALD,Si,Mujer,0,No,No,1,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,69.6,69.6,2.32
5615,7665-VIGUD,No,Hombre,0,No,No,10,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,176.3,0.68
5616,7666-WKRON,Si,Mujer,0,No,No,39,Si,No,Fiber optic,No,No,Si,Si,No,No,Two year,Si,Electronic check,80.45,3201.55,2.68
5617,7668-XCFYV,No,Mujer,1,Si,No,17,Si,Si,Fiber optic,No,No,No,No,Si,Si,Month-to-month,Si,Electronic check,92.55,1614.7,3.08
5618,7669-LCRSD,No,Hombre,0,Si,Si,12,Si,No,DSL,No,No,No,No,Si,No,Month-to-month,Si,Mailed check,56.3,628.65,1.88
5619,7670-ZBPOQ,No,Mujer,0,Si,No,58,Si,Si,DSL,Si,No,No,Si,No,No,One year,Si,Bank transfer (automatic),61.05,3478.75,2.03
5620,7672-VFMXZ,No,Hombre,0,Si,No,57,Si,No,DSL,Si,No,No,Si,No,No,Month-to-month,No,Electronic check,55.7,3171.6,1.86
5621,7673-BQGKU,No,Mujer,0,Si,Si,69,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,1337.5,0.67
5622,7673-LPRNY,No,Mujer,0,No,No,23,Si,Si,DSL,Si,No,Si,No,Si,Si,One year,Si,Electronic check,78.55,1843.05,2.62
5623,7674-YTAFD,No,Mujer,0,No,No,33,Si,No,Fiber optic,No,Si,No,Si,No,No,One year,Si,Bank transfer (automatic),79.95,2684.85,2.66
5624,7675-OZCZG,Si,Mujer,1,No,No,3,Si,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,1.5
5625,7677-SJJJK,No,Hombre,0,Si,Si,8,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,0.66
5626,7682-AZNDK,No,Hombre,0,Si,Si,34,Si,No,Fiber optic,No,Si,Si,No,Si,No,Month-to-month,Si,Electronic check,89.85,3091.75,2.99
5627,7683-CBDKJ,Si,Hombre,0,Si,Si,14,Si,No,DSL,Si,Si,No,No,Si,No,Month-to-month,Si,Electronic check,65.45,937.6,2.18
5628,7684-XSZIY,No,Hombre,0,Si,Si,72,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1643.25,0.81
5629,7688-AWMDX,No,Hombre,0,Si,No,71,Si,No,DSL,Si,No,No,Si,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,1.82
5630,7690-KPNCU,No,Hombre,0,Si,Si,64,Si,No,DSL,Si,No,Si,No,Si,Si,One year,Si,Credit card (automatic),73.05,4688.65,2.44
5631,7691-KGKGP,No,Hombre,0,Si,Si,53,Si,No,DSL,No,Si,No,Si,Si,No,Month-to-month,No,Credit card (automatic),65.0,3363.8,2.17
5632,7691-XVTZH,No,Mujer,0,Si,No,68,Si,Si,Fiber optic,No,No,Si,No,Si,No,Two year,Si,Bank transfer (automatic),89.95,5974.3,3.0
5633,7693-LCKZL,Si,Hombre,0,Si,Si,5,Si,Si,Fiber optic,No,Si,No,No,No,No,Month-to-month,Si,Electronic check,80.15,385.0,2.67
5634,7693-QPEFS,No,Hombre,1,No,No,52,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Bank transfer (automatic),72.95,3829.75,2.43
5635,7694-VLBWQ,Si,Hombre,0,Si,No,67,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,One year,No,Electronic check,104.1,7040.85,3.47
5636,7695-PKLCZ,No,Mujer,0,No,No,68,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1424.9,0.68
5637,7696-AMHOD,No,Mujer,0,Si,Si,49,Si,No,DSL,No,Si,Si,No,Si,Si,One year,No,Credit card (automatic),78.0,3824.2,2.6
